Id,WnvPresent
1,0.033236022448761941
2,0.011824526722004968
3,0.0093833658786978968
4,0.0026259015906283639
5,0.0026258272720317112
6,0.0026258013676910196
7,0.0093833658786978968
8,0.0026258013676851988
9,0.03323594341903767
10,0.011824492152652504
11,0.0093831178663532962
12,0.0026258754895264577
13,0.0026258194195301946
14,0.0026258013676897828
15,0.0093831178663532962
16,0.0026258013676851988
17,0.033236009996004914
18,0.011824519491852174
19,0.0093833152644401466
20,0.0026259071822911126
21,0.0026258280047708415
22,0.0026258013676912313
23,0.0093833152644401466
24,0.0026258013676851988
25,0.032224105960230565
26,0.011436633147950775
27,0.0091718144398634412
28,0.0025642169165421566
29,0.002564042549556026
30,0.0025639524683430479
31,0.0091718144398634412
32,0.0025639524683356285
33,0.032224384116258026
34,0.011436759971943346
35,0.0091727613587465756
36,0.0025642373920045773
37,0.0025640545590520647
38,0.0025639524683431641
39,0.0091727613587465756
40,0.0025639524683356285
41,0.03222473781561036
42,0.011436898412870926
43,0.009173648676625552
44,0.0025642645226783326
45,0.0025640680259321172
46,0.0025639524683435549
47,0.009173648676625552
48,0.0025639524683356285
49,0.032224322953496955
50,0.011436735071756566
51,0.0091725853255466474
52,0.0025642325628262752
53,0.0025640520639577387
54,0.0025639524683431034
55,0.0091725853255466474
56,0.0025639524683356285
57,0.032224255915868638
58,0.011436673102234011
59,0.0091720263607778015
60,0.0025642491055291087
61,0.0025640557684153574
62,0.002563952468344025
63,0.0091720263607778015
64,0.0025639524683356285
65,0.032223960643414956
66,0.011436595818349816
67,0.0091716161418217666
68,0.0025641824160156671
69,0.0025640305439985781
70,0.002563952468342024
71,0.0091716161418217666
72,0.0025639524683356285
73,0.032230730343718032
74,0.011439377355871251
75,0.0091868334302612226
76,0.0025646261791016757
77,0.0025642831961468393
78,0.002563952468347661
79,0.0091868334302612226
80,0.0025639524683356285
81,0.032224793337498697
82,0.011436924907603186
83,0.009173798611437977
84,0.0025642634914924329
85,0.0025640687514808139
86,0.0025639524683434521
87,0.009173798611437977
88,0.0025639524683356285
89,0.032229139776962595
90,0.011438631441772488
91,0.0091832275559185512
92,0.002564521018009679
93,0.0025642185114644867
94,0.0025639524683465178
95,0.0091832275559185512
96,0.0025639524683356285
97,0.032228739110380558
98,0.01143847277416144
99,0.0091822783220129444
100,0.0025645236617576265
101,0.0025642145076870079
102,0.0025639524683468439
103,0.0091822783220129444
104,0.0025639524683356285
105,0.032224213029488212
106,0.011436710889897476
107,0.0091724597445655125
108,0.0025641915156242243
109,0.0025640382499869472
110,0.0025639524683418579
111,0.0091724597445655125
112,0.0025639524683356285
113,0.033235953955016287
114,0.011824495918162587
115,0.0093831474391187566
116,0.002625884493620707
117,0.0026258214886604129
118,0.0026258013676902147
119,0.0093831474391187566
120,0.0026258013676851988
121,0.032223504496159107
122,0.011436368107389436
123,0.0091696251739352107
124,0.0025641503004907155
125,0.0025640112492356006
126,0.0025639524683418653
127,0.0091696251739352107
128,0.0025639524683356285
129,0.032224750739062329
130,0.011436814665604048
131,0.0091728188765495666
132,0.0025643602119509649
133,0.0025641025538734878
134,0.0025639524683469415
135,0.0091728188765495666
136,0.0025639524683356285
137,0.032228582903479727
138,0.011438333063266016
139,0.0091817794083104837
140,0.0025644604997299078
141,0.0025641874485723476
142,0.0025639524683455784
143,0.0091817794083104837
144,0.0025639524683356285
145,0.033235988959904803
146,0.011824510512442852
147,0.0093832594032324836
148,0.0026258980061961341
149,0.0026258254259960297
150,0.0026258013676908301
151,0.0093832594032324836
152,0.0026258013676851988
153,0.033236071143951509
154,0.011824546187999618
155,0.0093834772728349364
156,0.0026259233787475126
157,0.002625833452077495
158,0.0026258013676919646
159,0.0093834772728349364
160,0.0026258013676851988
161,0.033235949954602877
162,0.011824492511453837
163,0.0093831226941452732
164,0.0026258875464203065
165,0.0026258218798053908
166,0.0026258013676903418
167,0.0093831226941452732
168,0.0026258013676851988
169,0.032223980001452018
170,0.011436556053971076
171,0.0091711449132039508
172,0.0025642207005675995
173,0.0025640415619672709
174,0.0025639524683435263
175,0.0091711449132039508
176,0.0025639524683356285
177,0.033235952385559014
